status,start_time_main,version,notes,pc_name,threads,dataset,print_out_data,y_classes,x_features,n-train,n-test,seed_val,m_time,m_console,alpha,beta,beta_dict,score_threshold,msub_time,msub_console,c_time,count_miss,cb,max_itr,ibudget,adv_idx_ls,glo_cut_v0,glo_cut_v1,glo_cut_v2,wbudget,mst_train_acc,mst_test_acc,adv_train_acc,adv_test_acc,mst_idx_example_ls,mst_idx_example_count,adv_idx_example_ls,adv_idx_example_count,time_s,record_folder
completed,2022-10-14_18-26-52,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,68.89,64.44,71.11,68.89,,,,,0,
completed,2022-10-14_18-27-04,1.1,,Elderax,10,post-operative,1,3,22,45,45,1235,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,71.11,68.89,71.11,68.89,,,,,0,
completed,2022-10-14_18-27-16,1.1,,Elderax,10,post-operative,1,3,22,45,45,1235,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,71.11,68.89,71.11,68.89,,,,,0,
completed,2022-10-14_18-27-27,1.1,,Elderax,10,post-operative,1,3,22,45,45,12345,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,71.11,68.89,71.11,68.89,,,,,0,
completed,2022-10-14_18-27-31,1.1,,Elderax,10,post-operative,1,3,22,45,45,123456,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,77.78,62.22,77.78,62.22,,,,,0,
completed,2022-10-14_18-27-35,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,60,71.11,68.89,,,,,1,
completed,2022-10-14_18-28-06,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,60,71.11,68.89,,,,,0,
completed,2022-10-14_18-28-25,1.1,,Elderax,10,post-operative,1,3,22,54,36,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,70.37,72.22,66.67,75,,,,,1,
completed,2022-10-14_18-28-40,1.1,,Elderax,10,post-operative,1,3,22,54,36,12,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,74.07,63.89,74.07,63.89,,,,,1,
completed,2022-10-14_18-28-46,1.1,,Elderax,10,post-operative,1,3,22,54,36,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,72.22,66.67,72.22,66.67,,,,,1,
completed,2022-10-14_18-28-50,1.1,,Elderax,10,post-operative,1,3,22,54,36,124,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,66.67,69.44,66.67,80.56,,,,,6,
completed,2022-10-14_18-29-00,1.1,,Elderax,10,post-operative,1,3,22,54,36,1234,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,74.07,63.89,74.07,63.89,,,,,1,
completed,2022-10-14_18-29-04,1.1,,Elderax,10,post-operative,1,3,22,54,36,1235,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,74.07,66.67,70.37,69.44,,,,,1,
completed,2022-10-14_18-29-34,1.1,,Elderax,10,post-operative,1,3,22,54,36,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,72.22,66.67,72.22,66.67,,,,,1,
completed,2022-10-14_18-29-42,1.1,,Elderax,10,post-operative,1,3,22,54,36,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,72.22,66.67,72.22,66.67,,,,,1,
completed,2022-10-14_18-29-45,1.1,,Elderax,10,post-operative,1,3,22,54,36,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,72.22,66.67,72.22,66.67,,,,,1,
completed,2022-10-14_18-29-50,1.1,,Elderax,10,post-operative,1,3,22,54,36,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,72.22,66.67,72.22,66.67,,,,,1,
completed,2022-10-14_18-29-52,1.1,,Elderax,10,post-operative,1,3,22,54,36,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,72.22,66.67,72.22,66.67,,,,,1,
completed,2022-10-14_18-29-54,1.1,,Elderax,10,post-operative,1,3,22,54,36,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,72.22,66.67,72.22,66.67,,,,,1,
completed,2022-10-14_18-29-57,1.1,,Elderax,10,post-operative,1,3,22,54,36,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,72.22,66.67,72.22,66.67,,,,,1,
completed,2022-10-14_18-29-59,1.1,,Elderax,10,post-operative,1,3,22,54,36,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,72.22,66.67,72.22,66.67,,,,,1,
completed,2022-10-14_18-30-02,1.1,,Elderax,10,post-operative,1,3,22,54,36,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,72.22,66.67,72.22,66.67,,,,,1,
completed,2022-10-14_18-30-07,1.1,,Elderax,10,post-operative,1,3,22,54,36,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,72.22,66.67,72.22,66.67,,,,,1,
completed,2022-10-14_18-30-42,1.1,,Elderax,10,post-operative,1,3,22,54,36,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,72.22,66.67,72.22,66.67,,,,,1,
completed,2022-10-14_18-30-44,1.1,,Elderax,10,post-operative,1,3,22,54,36,1,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,68.52,69.44,66.67,75,,,,,1,
completed,2022-10-14_18-31-31,1.1,,Elderax,10,post-operative,1,3,22,54,36,12,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,74.07,63.89,74.07,63.89,,,,,1,
completed,2022-10-14_18-31-37,1.1,,Elderax,10,post-operative,1,3,22,54,36,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,72.22,66.67,72.22,66.67,,,,,1,
completed,2022-10-14_18-31-44,1.1,,Elderax,10,post-operative,1,3,22,54,36,1234,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,74.07,63.89,74.07,63.89,,,,,1,
completed,2022-10-14_18-31-51,1.1,,Elderax,10,post-operative,1,3,22,54,36,12345,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,64.81,63.89,70.37,69.44,,,,,1,
completed,2022-10-14_18-31-56,1.1,,Elderax,10,post-operative,1,3,22,54,36,123456,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,77.78,61.11,77.78,58.33,,,,,1,
completed,2022-10-14_18-32-01,1.1,,Elderax,10,post-operative,1,3,22,54,36,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,70.37,72.22,66.67,75,,,,,1,
completed,2022-10-14_18-32-16,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,60,71.11,68.89,,,,,1,
completed,2022-10-14_18-32-22,1.1,,Elderax,10,post-operative,1,3,22,45,45,123456,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,77.78,62.22,77.78,62.22,,,,,1,
completed,2022-10-14_18-32-31,1.1,,Elderax,10,post-operative,1,3,22,45,45,12345,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,71.11,68.89,71.11,68.89,,,,,1,
completed,2022-10-14_18-32-43,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,68.89,64.44,71.11,68.89,,,,,1,
completed,2022-10-14_18-32-47,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,,,,,1,
completed,2022-10-14_19-06-17,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,,,,,1,
completed,2022-10-14_19-08-15,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_19-09-13,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,60,71.11,68.89,"{3: 1, 4: 1}",2,{},0,1,
completed,2022-10-14_19-09-25,1.1,,Elderax,10,post-operative,1,3,22,45,45,123456,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,77.78,62.22,77.78,62.22,"{5: 1, 6: 1, 7: 1}",3,{},0,1,
completed,2022-10-14_19-09-29,1.1,,Elderax,10,post-operative,1,3,22,45,45,12345,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,71.11,68.89,71.11,68.89,"{1: 1, 3: 1, 5: 1, 6: 1, 8: 1}",5,{},0,1,
completed,2022-10-14_19-09-31,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,68.89,64.44,71.11,68.89,"{0: 1, 7: 1}",2,{},0,0,
completed,2022-10-14_19-09-33,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_19-09-34,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_19-19-13,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_19-19-37,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_19-19-46,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_19-20-43,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_19-20-58,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_19-21-38,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_19-21-59,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,60,71.11,68.89,"{3: 1, 4: 1}",2,{},0,1,
completed,2022-10-14_19-22-06,1.1,,Elderax,10,zoo,1,7,21,50,51,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,94,92.16,94,92.16,"{0: 1, 1: 1, 3: 1, 4: 1, 6: 1, 7: 1, 8: 1, 9: 1}",8,"{0: 1, 1: 1, 3: 1, 4: 1, 6: 1, 7: 1, 8: 1, 9: 1}",8,10,
completed,2022-10-14_19-22-26,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,60,71.11,68.89,"{3: 1, 4: 1}",2,{},0,0,
completed,2022-10-14_19-22-48,1.1,,Elderax,10,post-operative,1,3,22,45,45,12,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,73.33,66.67,73.33,66.67,{},0,{},0,0,
completed,2022-10-14_19-23-27,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_19-25-48,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_19-25-59,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_19-26-53,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,60,71.11,68.89,"{3: 1, 4: 1}",2,{},0,0,
completed,2022-10-14_19-26-59,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,5,8,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,71.11,60,71.11,68.89,"{3: 1, 4: 1}",2,{},0,0,
completed,2022-10-14_19-27-04,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,2,8,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,60,73.33,62.22,"{0: 1, 2: 1, 3: 1, 4: 1, 8: 1}",5,"{0: 1, 2: 1, 3: 1, 4: 1, 5: 1, 8: 1}",6,10,
completed,2022-10-14_19-28-10,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,2,8,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,60,73.33,62.22,"{0: 1, 2: 1, 3: 1, 4: 1, 8: 1}",5,"{0: 1, 2: 1, 3: 1, 4: 1, 5: 1, 8: 1}",6,11,
completed,2022-10-14_19-28-29,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,60,71.11,68.89,"{3: 1, 4: 1}",2,{},0,1,
completed,2022-10-14_19-28-38,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,60,71.11,68.89,"{3: 1, 4: 1}",2,{},0,1,
