status,start_time_main,version,notes,pc_name,threads,dataset,print_out_data,y_classes,x_features,n-train,n-test,seed_val,m_time,m_console,alpha,beta,beta_dict,score_threshold,msub_time,msub_console,c_time,count_miss,cb,max_itr,ibudget,adv_idx_ls,glo_cut_v0,glo_cut_v1,glo_cut_v2,wbudget,mst_train_acc,mst_test_acc,adv_train_acc,adv_test_acc,mst_idx_example_ls,mst_idx_example_count,adv_idx_example_ls,adv_idx_example_count,time_s,record_folder
completed,2022-10-14_19-28-42,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_19-28-46,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,60,71.11,68.89,"{3: 1, 4: 1}",2,{},0,1,
completed,2022-10-14_19-28-49,1.1,,Elderax,10,post-operative,1,3,22,45,45,123456,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,77.78,62.22,77.78,62.22,"{5: 1, 6: 1, 7: 1}",3,{},0,1,
completed,2022-10-14_19-28-53,1.1,,Elderax,10,post-operative,1,3,22,45,45,12345,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,71.11,68.89,71.11,68.89,"{1: 1, 3: 1, 5: 1, 6: 1, 8: 1}",5,{},0,1,
completed,2022-10-14_19-28-56,1.1,,Elderax,10,post-operative,1,3,22,45,45,1234,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,68.89,64.44,71.11,68.89,"{0: 1, 7: 1}",2,{},0,1,
completed,2022-10-14_19-28-59,1.1,,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,64.44,73.33,66.67,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,
completed,2022-10-14_20-20-36,1.1,,Elderax,10,phishing,1,3,23,50,50,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,10,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,82,84,78,78,{7: 1},1,{7: 1},1,1,
completed,2022-10-14_20-20-50,1.1,,Elderax,10,phishing,1,3,23,50,50,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,82,84,78,78,{7: 1},1,{7: 1},1,9,
completed,2022-10-14_20-21-06,1.1,,Elderax,10,phishing,1,3,23,50,50,123456,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,74,68,72,66,{2: 1},1,{2: 1},1,9,
completed,2022-10-14_20-21-25,1.1,,Elderax,10,phishing,1,3,23,50,50,12345,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,82,80,82,80,"{3: 1, 4: 1, 5: 1, 9: 1}",4,"{3: 1, 4: 1, 5: 1, 9: 1}",4,10,
completed,2022-10-14_20-21-41,1.1,,Elderax,10,phishing,1,3,23,50,50,1234,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,78,76,76,74,"{0: 1, 7: 1}",2,{},0,0,
completed,2022-10-14_20-21-45,1.1,,Elderax,10,phishing,1,3,23,50,50,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,88,82,88,72,{0: 1},1,{5: 1},1,10,
completed,2022-10-14_20-22-06,1.1,,Elderax,10,phishing,1,3,23,50,50,12,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,76,80,76,80,"{5: 1, 7: 1, 8: 1, 9: 1}",4,"{5: 1, 7: 1, 8: 1, 9: 1}",4,12,
completed,2022-10-14_20-22-23,1.1,,Elderax,10,phishing,1,3,23,50,50,1,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,76,68,76,68,"{7: 1, 8: 1}",2,"{7: 1, 8: 1}",2,12,
completed,2022-10-14_20-22-39,1.1,,Elderax,10,phishing,1,3,23,60,40,1,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,76.67,70,68.33,65,"{7: 1, 9: 1}",2,{7: 1},1,10,
completed,2022-10-14_20-23-31,1.1,,Elderax,10,phishing,1,3,23,60,40,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,86.67,85,81.67,77.5,"{0: 1, 1: 1, 2: 1}",3,"{0: 1, 2: 1}",2,6,
completed,2022-10-14_20-23-48,1.1,,Elderax,10,phishing,1,3,23,50,50,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,82,84,78,78,{7: 1},1,{7: 1},1,10,
completed,2022-10-14_20-24-05,1.1,,Elderax,10,phishing,1,3,23,50,50,12345678,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,68,52,68,52,{},0,{},0,0,
completed,2022-10-14_20-24-19,1.1,,Elderax,10,phishing,1,3,23,50,50,12345678,30,0,5,8,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,68,52,68,52,{},0,{},0,0,
completed,2022-10-14_20-24-28,1.1,,Elderax,10,phishing,1,3,23,50,50,12345678,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,68,52,68,52,{},0,{},0,0,
completed,2022-10-14_20-24-36,1.1,,Elderax,10,phishing,1,3,23,50,50,123456789,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,68,74,58,62,"{1: 1, 2: 1, 3: 1}",3,{},0,0,
completed,2022-10-14_20-24-54,1.1,,Elderax,10,phishing,1,3,23,50,50,12345678,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,68,52,68,52,{},0,{},0,0,
completed,2022-10-14_20-25-03,1.1,,Elderax,10,phishing,1,3,23,50,50,1234567,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,84,86,60,60,{7: 1},1,{},0,0,
completed,2022-10-14_20-25-12,1.1,,Elderax,10,phishing,1,3,23,50,50,123456,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,70,68,62,60,{},0,{},0,0,
completed,2022-10-14_20-25-21,1.1,,Elderax,10,phishing,1,3,23,50,50,12345,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,76,70,76,70,"{3: 1, 5: 1}",2,"{3: 1, 5: 1}",2,11,
completed,2022-10-14_20-25-50,1.1,,Elderax,10,phishing,1,3,23,50,50,1234,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,76,80,66,64,"{0: 1, 7: 1}",2,{},0,4,
completed,2022-10-14_20-26-06,1.1,,Elderax,10,phishing,1,3,23,50,50,123,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,86,78,86,76,{0: 1},1,"{5: 1, 8: 1}",2,7,
completed,2022-10-14_20-26-29,1.1,reported,Elderax,10,phishing,1,3,23,50,50,1234,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,76,80,66,64,"{0: 1, 7: 1}",2,{},0,4,/logs/2022-10-14_20-26-29_dataset-phishing_ibudget-2
completed,2022-10-14_20-26-49,1.1,reported,Elderax,10,phishing,1,3,23,50,50,12345,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,76,70,76,70,"{3: 1, 5: 1}",2,"{3: 1, 5: 1}",2,808,/logs/2022-10-14_20-26-49_dataset-phishing_ibudget-2
completed,2022-10-14_20-40-54,1.1,,Elderax,10,phishing,1,3,23,50,50,123456,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,70,68,62,60,{},0,{},0,0,
completed,2022-10-14_20-40-58,1.1,reported,Elderax,10,phishing,1,3,23,50,50,1234567,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,84,86,60,60,{7: 1},1,{},0,0,/logs/2022-10-14_20-40-58_dataset-phishing_ibudget-2
completed,2022-10-14_20-41-05,1.1,,Elderax,10,phishing,1,3,23,50,50,12345678,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,68,52,68,52,{},0,{},0,0,
completed,2022-10-14_20-41-12,1.1,reported,Elderax,10,phishing,1,3,23,50,50,123456789,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,68,74,58,62,"{1: 1, 2: 1, 3: 1}",3,{},0,0,/logs/2022-10-14_20-41-12_dataset-phishing_ibudget-2
completed,2022-10-14_20-46-57,1.1,,Elderax,10,phishing,1,3,23,50,50,123,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,86,78,86,76,{0: 1},1,"{5: 1, 8: 1}",2,7,
completed,2022-10-14_20-47-12,1.1,reported,Elderax,10,phishing,1,3,23,50,50,12,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,74,78,64,74,"{5: 1, 7: 1, 8: 1}",3,{},0,1,/logs/2022-10-14_20-47-12_dataset-phishing_ibudget-2
completed,2022-10-14_20-47-25,1.1,,Elderax,10,phishing,1,3,23,50,50,1,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,66,58,60,56,{},0,{},0,0,
completed,2022-10-14_20-50-00,1.1,,Elderax,10,balance,1,3,20,50,50,1,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,70,64,66,64,"{0: 1, 3: 1, 9: 1}",3,"{3: 1, 7: 1, 9: 1}",3,11,
completed,2022-10-14_20-50-26,1.1,,Elderax,10,balance,1,3,20,50,50,12,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,84,90,82,90,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 7: 1, 8: 1, 9: 1}",9,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 7: 1, 8: 1, 9: 1}",9,5,
completed,2022-10-14_20-50-35,1.1,,Elderax,10,balance,1,3,20,50,50,123,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,80,62,68,56,"{1: 1, 3: 1, 5: 1, 6: 1, 7: 1, 9: 1}",6,{},0,0,
completed,2022-10-14_20-50-46,1.1,,Elderax,10,balance,1,3,20,50,50,1234,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,70,46,70,46,"{2: 1, 8: 1}",2,"{2: 1, 8: 1}",2,7,
completed,2022-10-14_20-51-05,1.1,,Elderax,10,balance,1,3,20,50,50,12345,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,80,72,80,72,"{1: 1, 2: 1, 4: 1, 6: 1, 7: 1}",5,"{1: 1, 2: 1, 4: 1, 6: 1, 7: 1, 9: 1}",6,16,
completed,2022-10-14_20-51-26,1.1,,Elderax,10,balance,1,3,20,50,50,123456,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,76,72,76,72,"{1: 1, 6: 1, 7: 1, 9: 1}",4,"{1: 1, 7: 1, 9: 1}",3,6,
completed,2022-10-14_20-51-35,1.1,,Elderax,10,balance,1,3,20,50,50,123456,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,76,72,76,72,"{1: 1, 6: 1, 7: 1, 9: 1}",4,"{1: 1, 7: 1, 9: 1}",3,8,
completed,2022-10-14_20-51-44,1.1,,Elderax,10,balance,1,3,20,50,50,1234567,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,88,78,88,74,"{0: 1, 3: 1, 4: 1, 6: 1, 8: 1}",5,"{0: 1, 6: 1, 7: 1, 8: 1, 9: 1}",5,8,
completed,2022-10-14_20-51-54,1.1,,Elderax,10,balance,1,3,20,50,50,12345678,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,84,84,82,82,"{0: 1, 1: 1, 2: 1, 5: 1, 7: 1, 8: 1}",6,"{0: 1, 1: 1, 7: 1}",3,16,
completed,2022-10-14_20-52-11,1.1,,Elderax,10,balance,1,3,20,50,50,123456789,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,64,44,62,42,{6: 1},1,{},0,0,
completed,2022-10-14_20-52-49,1.1,,Elderax,10,balance,1,3,20,50,50,1,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,70,64,66,64,"{0: 1, 3: 1, 9: 1}",3,"{3: 1, 7: 1, 9: 1}",3,12,
completed,2022-10-14_20-53-11,1.1,,Elderax,10,balance,1,3,20,50,50,12,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,84,90,82,90,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 7: 1, 8: 1, 9: 1}",9,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 7: 1, 8: 1, 9: 1}",9,6,
completed,2022-10-14_20-54-32,1.1,,Elderax,10,balance,1,3,20,50,50,1,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,70,64,68,64,"{0: 1, 3: 1, 9: 1}",3,"{3: 1, 7: 1, 9: 1}",3,771,
completed,2022-10-14_21-08-18,1.1,,Elderax,10,balance,1,3,20,50,50,1,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,74,64,70,64,"{0: 1, 3: 1, 9: 1}",3,"{3: 1, 9: 1}",2,9,
completed,2022-10-14_21-11-02,1.1,,Elderax,10,balance,1,3,20,50,50,12,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,84,90,82,90,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 7: 1, 8: 1, 9: 1}",9,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 7: 1, 8: 1, 9: 1}",9,5,
completed,2022-10-14_21-11-16,1.1,,Elderax,10,balance,1,3,20,50,50,1,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,70,64,66,64,"{0: 1, 3: 1, 9: 1}",3,"{3: 1, 7: 1, 9: 1}",3,12,
completed,2022-10-14_21-12-17,1.1,,Elderax,10,balance,1,3,20,50,50,1,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,70,64,66,64,"{0: 1, 3: 1, 9: 1}",3,"{3: 1, 7: 1, 9: 1}",3,11,
completed,2022-10-14_21-12-46,1.1,,Elderax,10,balance,1,3,20,50,50,12,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,84,90,82,90,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 7: 1, 8: 1, 9: 1}",9,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 7: 1, 8: 1, 9: 1}",9,5,
completed,2022-10-14_21-13-03,1.1,,Elderax,10,balance,1,3,20,50,50,123,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,80,62,68,56,"{1: 1, 3: 1, 5: 1, 6: 1, 7: 1, 9: 1}",6,{},0,0,
completed,2022-10-14_21-13-11,1.1,,Elderax,10,balance,1,3,20,50,50,1234,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,70,46,70,46,"{2: 1, 8: 1}",2,"{2: 1, 8: 1}",2,7,
completed,2022-10-14_21-13-24,1.1,,Elderax,10,balance,1,3,20,50,50,12345,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,80,72,80,72,"{1: 1, 2: 1, 4: 1, 6: 1, 7: 1}",5,"{1: 1, 2: 1, 4: 1, 6: 1, 7: 1, 9: 1}",6,17,
completed,2022-10-14_21-13-50,1.1,,Elderax,10,balance,1,3,20,50,50,123456,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,76,72,76,72,"{1: 1, 6: 1, 7: 1, 9: 1}",4,"{1: 1, 7: 1, 9: 1}",3,7,
completed,2022-10-14_21-14-14,1.1,,Elderax,10,balance,1,3,20,50,50,1234567,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,88,78,88,74,"{0: 1, 3: 1, 4: 1, 6: 1, 8: 1}",5,"{0: 1, 6: 1, 7: 1, 8: 1, 9: 1}",5,8,
